Postnumber;Date;Author;Comment
post-1266;07/08/2012  20:00;Ulli;…mmmh…nomnomnom…Hab’s  gerade  ausprobiert.    Es  war  sooo  lecker!  Das  gibt’s  bestimmt  bald  wieder.  🙂Liebe  Grüße  Ulli
post-1266;14/08/2012  19:26;Mia;Hey  Ulli!  Wie  cool,  dass  es  dir  geschmeckt  hat!
post-1266;09/08/2012  19:07;stiller;Jup,  Fast-Lasagne  mag  ich  auch.  Hab  neulich  mal  Tomatenpampe,  Sahne,  Thunfisch  und  Chili  gemixt,  leicht  aufgeköchelt  und  dann  mit  Lasagne-Blättern  und  Käse  zu  ner  tasty  quick’n’dirty  Lasagne  verarbeitet.  Garfield  hätt’s  gess!  😉
post-1266;22/08/2012  14:33;Leif;Ahoi!  Hab  gedacht,  dar  wär  noch  Lasagne.  War  aber  Canneloni.  Egal:  Gorgonzola  mit  Spinat  verrührt  und  in  die  Röhren  geporkelt.  Dann  den  Rest  wie  beschrieben.  Nur  braucht  man  mindestens  doppelt  soviel  Gorgonzolaspinatpampe,  weil  das  mühselige  Stopfen  der  Canneloni  nach  jeder  Röhre  mit  einem  Extrahaps  aus  der  Schüssel  belohnt  werden  will.  *börp*  Tschuldigung.  Legga!Liebe  Grüße,  Leif.PS:  Wir  kommen  grad  aus  dem  DK-Urlaub  zurück  und  haben  auf  der  Autobahn  mal  gedankenmäßig  in  deine  Richtung  gewunken.  🙂
post-1266;10/09/2012  11:29;[eigen]art;Die  Lasagne  klingt  sehr  lecker,  die  muss  ich  ausprobieren!  (Da  heul  ich  ewig  schon  rum,  dass  ich  mal  wieder  soooo  Lust  auf  Spinat-Lachs-Lasagne  hätte,  allerdings  mag  mein  Mann  keinen  Fisch,  aber  auf  die  Idee,  diesen  einfach  wegzulassen  komme  ich  natürlich  nicht  *g*)
post-1266;13/09/2012  09:54;Mia;Hihi.Vielleicht  schmeckt  es  deinem  Mann  ja  so  auch  gut  und  ihr  könnt  es  öfter  mal  essen!  🙂
post-1258;31/07/2012  11:01;Anne;Oh,  schön,  dass  du  es  nachgebacken  hast.  Bist  du  auch  so  süchtig  geworden?  Große  Zucker-Zimt-Liebe  <3
post-1258;03/08/2012  17:53;Em;Glückwunsch  zum  gewonnenen  Kampf  gegen  die  Hefe!  😉  Schaut  gut  aus!LG,  Em
post-1258;03/10/2015  00:06;Tine;Tolle  Idee,  ich  kenne  das  bisher  nur  in  einer  herzhaften  Variante  mit  Kräuter-Knoblauch-Butter  –  das  ist  übrigens  auch  saulecker  😉  Aber  mit  Zimt  und  Zucker  muß  ich  das  jetzt  mal  gleich  ausprobieren!!!
post-1258;25/04/2018  20:07;Zimtbrot  süß  &  fluffig  von  Fräulein  Selbstgemacht;[…]  wurde  ich  bei  Mia  alias Küchenchaotin.  Ihr  Rezept  hat  mich  so  begeistert,  dass  ich  es  mit  ein  paar  Mini-Abwandlungen  direkt  nachgebacken  […]
post-1243;30/07/2012  13:41;zahnfeee1;Ich  habe  essbare  Rosen  im  Garten  http://zahnfeee1.blogspot.de/2012/07/blumen-garten-parade-13aufgabe.html  Danke  für  das  tolle  Rezept  das  werde  ich  mal  probieren.  Ich  habe  die  Rosen  in  einer  Kräuter  TomatenButter  verwendet  das  war  auch  sehr  lecker.  herzliche  Grüße  zahnfeee
post-1243;30/07/2012  13:43;Sarah  Maria;Woah.  Super  Idee!  Das  muss  ich  dir  drigend  mal  nachmachen  😀
post-1243;10/01/2013  15:01;ich  als  Lebensmitelpunkt;WOW!  wie  zauberhaft…  wenn  man  das  noch  von  einem  Mann  serviert  bekommen  würde  😉lg
post-1243;12/01/2013  20:30;Mia  |  Küchenchaotin;Hihi,  wo  du  grad  Mann  sagst..  Der  Herr  des  Hauses  war  von  dem  Rosenduft  des  Pestos  eher  „irritiert“!  Ist  wohl  eher  ein  Frauending,  Rosen  zu  essen  😉
post-1217;19/07/2012  19:57;Himbeerschoko;Quinoa  hat  schon  vor  vielen  Jahren  Einzug  in  unsere  Küche  gehalten-  ich  mag  ihn  total  gerne!  Als  Idee  hätte  ich  anzubieten:  einen  mediterranen  Salat  mit  Quinoa-  schmeckt  super  leicht!  Und  was  immer  mal  wieder  gekocht  wird:  Quinoastrudel  im  Vollkornstrudelteig  mit  Schinken,  Paprika  und  Bergkäse…  *mmmmh*  Lg  Himbeerschoko
post-1217;20/07/2012  08:59;Mme_Lejeune;Quinoa  …  ich  werde  es  auf  jeden  Fall  ausprobieren,  sieht  ja  auch  sehr  lecker  aus.@Himbeerschoko  …  das  Rezept  hätte  ich  bitte  auch  gerne  😀
post-1217;20/07/2012  12:22;Himbeerschoko;@Mme  Lejeune-  seeehr  empfehlenswert!  Ganz  liebe  Grüße,  Himbeerschokohttp://www.kuechengoetter.de/rezepte/verschiedenes/Quinoa-Strudel-mit-Schinken-und-Lauch-419346.html
post-1217;20/07/2012  13:13;Mme_Lejeune;Ahhhhhhhhhhhh  meinen  <3  Dank  @Himberrschoko
post-1217;29/07/2012  14:47;Leif;Uns  schmecken  die  Quinoa-Patties  gerade  ganz  famos!  Tochter  No.  1,  die  übrigend  aus  den  gleichen  Gründen  Vegetarierin  ist  wie  du,  schlingt  die  runter  und  steht  immer  mit  dem  leeren  Teller  bei  mir  am  Herd.  🙂Das  blöde  ist,  dass  ich  an  der  Pfanne  stehe  und  nicht  zum  Essen  komme…  🙂Vielen  Dank  für  die  tolle  Idee!
post-1217;30/07/2012  19:31;Mia;Deine  Tochter  ist  mir  sehr  sympathisch!  Quinoa  ist  aber  eh  voll  cool,  da  kann  man  kaum  was  falsch  machen.  Schön,  dass  es  auch  geschmeckt  hat!  Ich  hoffe,  du  hast  auch  noch  etwas  abbekommen  🙂
post-1217;16/01/2014  13:41;Sandra;Hallo  du!!!  Erst  mal  danke  für  (bis  jetzt)  zwei  großartige  Rezepte!!!  Bin  hier  durch  Zufall  reingerutscht  und  werde  bleiben!  Ganz  ganz  ganz  sympathischer  Blog  und  eine  liebevolle  Einstellung  zum  essen  und  kochen  –  i  like!!!!!!!
post-1217;07/09/2015  20:14;Kerstin;Wir  haben  sie  grade  nachgekocht.  Fantastisch!!!  Die  werden  wir  öfter  machen!  Lecker!
post-1206;15/07/2012  21:04;kleurendurf;Sommerlich  –  zumindest  im  Ofen  und  im  Bauch.  Das  setze  ich  gleich  mal  auf  den  Speiseplan  für  diese  Woche  –  mit  einer  kleinen  Bearbeitung:  Ich  mache  den  Pizzateig  selbst.
post-1206;15/07/2012  21:06;Mia;Wenn  man  den  Pizzateig  selbst  macht,  ist  es  nicht  mehr  schnell  und  einfach,  was  mein  Anspruch  für’s  sonntägliche  Essen  ist  😉  Ist  aber  natürlich  viel  besser  –  und  nebenbei  auch  preiswerter!  Sommer  gibt’s  dieses  Jahr  in  Norddeutschland  leider  ja  eh  nur  auf  dem  Teller…  Aber  dafür  dann  richtig,  oder?  🙂
post-1206;16/07/2012  09:19;Frau  Kampi;Gefällt  mir,  gefällt  mir  sehr  gut.  Ich  hab  noch  Pizzateig  im  Frost.  Damit  gehts  dann  auch  ganz  schnell.
post-1206;16/07/2012  10:23;Wanni;Das  hätte  ich  am  Wochenende  gebraucht.  Ich  stecke  nämlich  gerade  in  einem  Lernmarathon  und  irgendwie  gehen  bei  mir  alle  Lichter  aus.  Deshalb  brauch  ich  schnelle  (und  gute)  Nahrung.  Da  werd  ich  das  morgen  mal  machen  🙂Ansonsten  sieht  mein  Schreibtisch  z.z.  so  aus:  http://yayayay.org/2012/06/26/und-es-ward-licht/bissl  Energie  könnte  ich  gebrauchen  🙁
post-1206;18/07/2012  11:31;stiller;Ah,  sehr  gut,  ich  brauchte  eh  noch  ne  Idee  für  heute  Abend.  🙂
post-1206;25/07/2012  12:15;Leif;Es  heißt  ja  immer,  man  soll  sich  nicht  sklavisch  ans  Rezept  halten,  sondern  kre-a-tiv  sein.  Na,  da  hab  ich  mir  wohl  jetzt  den  Vorortssupermarktsurvivalorden  verdient.  Also,  erst  mal  gibt  es  in  dem  200.000-Seelen-Kuhkaff  hier  (zumindest  in  dem  einzigen  Supermarkt  der  eingemeindeten  Alm,  auf  der  ich  wohne)  scheinbar  keinen  Fertig-Pizzateig.  Blätterteig  ja,  aber  keinen  Pizzateig.  Ich  wollte  Pizzateig.  Daher  war  schonmal  selbst  machen  angesagt.  Nicht  weiter  schlimm.  Dann  gab  es  auch  keinen  frischen  Rosmarin  (hat  man  doch  im  Garten/auf  dem  Balkon  magst  du  sagen,  und  ich  sage,  du  hast  recht,  wenn  ich  das  seit  dem  letzten  Winterfrost  bzw.  hingerafften  Rosmarintöpfchen  denn  mal  getan  hätte).  Neihein,  also  musste  ich  das  UNSÄGLICHE  tun,  und  auf  trockengemahlenen  zurückgreifen.  Hab  auch  nur  ganz  wenig  dran  gemacht  –  hab  mich  nicht  getraut.  Und  zu  guter  Letzt  hatte  ich  wohl  nicht  nur  meinen  Pfandbon  sondern  auch  die  saure  Sahne  im  Supermarkt  vergessen.  Was  tun?  Haben  wir  doch  noch  Tzatziki  im  Kühlschrank!Aber  was  soll  ich  sagen?  War  absolut  lecker!!  Besonders  die  Idee  😉  mit  dem  Tzaziki  gefiel  mir…So,  da  ich  wochenlang  abtrünnig  war  (hab  die  indische  Küche  entdeckt,  die  ja  auch  vor  vegetarischen  Rezepten  nur  so  strotzt),  muss  ich  mich  wohl  mal  wieder  an  deine  Ideen  machen.  Hab  da  was  aufzuholen…
post-1206;30/07/2012  19:30;Mia;Hihi.  Ist  ja  fast  das  Selbe  😉  Aber  schön,  dass  ich  dich  inspiriert  habe,  lieber  Leif  😉
post-1188;13/07/2012  22:38;Frau  Kampi;Bloggertreffen  sind  was  tolles.  Und  in  Hamburg  sowieso.  Ich  liebe  beides!  Werde  beim  nächsten  Hamburg-Besuch  mal  schauen,  ob  ich  in  die  Tarterie  komme…
post-1188;15/07/2012  18:56;Mia;Auf  jeden  Fall  hin  da!  Es  war  wirklich  wunderschön.  Ab  sofort  eine  meiner  Lieblingsadressen  in  Hamburg!
post-1188;14/07/2012  09:03;martina;Meine  Liebe,  wie  toll  von  Dir!!!  DANKE  für´s  Verlinken  und  diesen  wunderbaren  Bericht,  der  mir  absolut  aus  dem  Herzen  spricht!  Bow,  ich  war  auch  so  aufgeregt,  und  es  war  so  grundlos,  weil  alle  so  nett  waren,  ich  hatte  gar  nicht  das  Gefühl,  dass  wir  uns  das  erste  Mal  sehen.  Bin  noch  an  meinem  Artikel  dran,  aber  morgen  früh  gibt’s  auch  von  mir  was  😉Ich  finde  es  ja  auch  total  lustig,  dass  wir  fast  zeitgleich  mit  dem  Bloggen  angefangen  haben,  und  ich  lese  Deinen  Blog  schon  seit  Anbeginn  (nein,  ich  bin  nicht  der  süddeutsche  Politiker  --))  Schön,  dass  wir  uns  kennengelernt  haben,  wir  sehen  uns  ja  hoffentlich  im  November  wieder!  GAAAAAANZ  liebste  Grüße  und  ein  hoffentlich  sonniges  Wochenende!  Martina.
post-1188;15/07/2012  18:57;Mia;Im  November  sehen  wir  uns  auf  jeden  Fall,  liebe  Martina!  Auch  wenn  ich  wahrscheinlich  nur  am  Sonntag  bei  BLOGST  teilnehmen  kann,  werde  ich  mir  morgen  ein  Ticket  kaufen  🙂  Ich  drücke  dich!  Mia
post-1188;14/07/2012  17:13;Anna-Lisa;Hab  hier  was  für  dich  🙂http://sweetsbar.derschoepfer.de/liebster-blog-award-vergabe/GreetZ,  Anna-Lisa
post-1188;14/07/2012  18:37;clara;Mialein..  es  war  sooo  schön  mit  Dir!!!!Hoffe  auf  ganz  bald!!Alles  LiebeClaretta
post-1188;15/07/2012  18:57;Mia;Es  war  noch  viel  schöner  mit  dir,  Clara!  Ich  danke  dir  für  alles!  🙂
post-1188;15/07/2012  18:47;jagentin;oooh,  du  sprichst  mir  aus  dem  herzen.  sich  im  realen  leben  bei  käffchen  und  tarte  auszutauschen  ist  ganz  was  anderes.  freu  mich  schon  auf´s  nächste  mal.  herzliche  grüsse  von  eva
post-1188;15/07/2012  18:58;Mia;Ich  mich  auch!  So  viele  tolle  Menschen  auf  einem  Haufen!  Absolut  wiederholenswert!  Liebst,  Mia
post-1188;16/07/2012  10:15;Wanni;Hm  hast  du  zufällig  ein  Rezept  für  so  eine  leckere  Suppe?  Ich  will  die  eigentlich  selbst  machen:D  Jemand  Ideen  oder  Anregungen?
post-1188;19/07/2012  17:59;Mia;Ich  hab  noch  kein  Rezept  dafür,  werde  die  Suppe  aber  nachkochen.  Wenn  sie  annähernd  so  gut  wird,  dann  stell  ich  das  Rezept  ganz  bestimmt  hier  rein,  liebe  Wanni!  🙂
post-1188;19/07/2012  14:15;elbmadame;Hach,  wie  schön  geschrieben  –  und  danke  für  die  lieben  Komplimente.  Das  kann  man  wirklich  nur  von  Herzen  zurückgeben!  War  sehr  sehr  nett  mit  Euch!  Liebste  Grüße,  Jasmin
post-1188;20/07/2012  09:58;Liselotte;Schöner  Bericht!  Ich  finde  Bloggertreffen  auch  immer  schön.  Gute  Stimmung  und  nette  Leute.Da  hast  du  uns  aber  einiges  an  Lesestoff  an  die  Hand  gegeben.  Ich  werde  das  Wochenende  mal  die  Zeit  nutzen  und  deinen  Ratschlägen  folgen.Kannst  du  noch  weitere  Läden  in  Hamburg  mit  regionaler  Küche  empfehlen?Liebe  Grüße  Lisa
post-1188;23/07/2012  18:38;Mia;In  Hamburg  LIEBELIEBELIEBE  ich  das  Café  „Herr  Max“.  Da  will  ich  IMMER  hin  🙂  ansonsten  bin  ich  da  nicht  so  die  Expertin.  In  Hamburg  bin  ich  auch  immer  nur  zu  Besuch  🙂
post-1178;16/07/2012  10:13;Wanni;sehr  süße  kleine  Schale  🙂  Aber  für  mich  als  Singel  ist  ein  Auflauf  einfach  zu  viel  🙁  Die  gibts  nur  wenn  Freunde  da  sind  (oder  ich  hoffentlich  mal  wieder  einen  Freund  habe  -()
post-1178;24/10/2012  12:42;Gourmet;Toll,  das  mache  ich  heute  Abend,  wir  haben  noch  so  viele  Zucchini  im  garten,  müssen  unbedingt  weg.  Liebe  Grüße,  Dirk  @Gourmet-Blog.de
post-1171;06/07/2012  21:02;Samira  aus  der  Kochwelt;Bei  mir  ist  es  immer  so  etwas  in  der  Mitte,  ich  stehe  recht  früh  auf,  aber  wenn  ich  nicht  weg  muss  komme  ich  vor  halb  neun,  neun  Uhr  auch  zu  nichts.  Ich  Frühstücke  gerne  aber  unter  der  Woche  auch  erst  immer  im  Zug  auf  dem  Weg  zur  Uni  oder  Arbeit.  Ich  habe  gerade  ein  Smoothie-Maker  als  Testgerät  zuhause  und  muss  sagen  seit  dem  gibt  es  jeden  Morgen  einen  Smoothie  oder  einen  Milchshake  –  meist  mit  Banane,  Himbeeren,  Kirschen  oder  auch  Mango.  Eine  sehr  leckere  Variante  hatte  ich  die  Tage  aus  Kirschen,  Himbeeren  und  Limette.  Das  geht  morgens  auch  früh  schon  super.
post-1171;06/07/2012  21:38;Mia;Mmmmmmmh!  Ein  Smoothie  Maker?  Ist  ja  cool!  Das  wäre  mal  ne  Anschaffung  für  mich.  Kirsche  und  Himbeere  stelle  ich  mir  auch  seeeehr  lecker  vor.  Der  Vorteil  bei  meiner  Kombi  ist  halt,  dass  bis  auf  die  Mango  nix  entkernt  werden  muss.
post-1171;06/07/2012  22:48;Samira  aus  der  Kochwelt;Das  Gerät  ist  ideal  für  eine  Portion  und  man  kann  aus  dem  Mixbecher  trinken,  das  ist  einfach  und  für  faule  Menschen  für  mich  simpel  nachher  auch  zu  reinigen  =)http://www.keimling.de/.cms/Personal-Blender-Der-flinke-Mixer/40-1-1265Lust  auf  viel  entkernen  hätte  ich  auch  nicht.  Ich  hatte  TK-Obst,  dann  ist  es  direkt  auch  noch  schön  kalt  und  vom  Vitamingehalt  ist  es  ja  oft  sogar  noch  besser  als  das  frische  Obst.
post-1171;08/07/2012  19:30;Mia;TK-Obst  ist  eigentlich  auch  super!  Ich  denke  nur,  dass  mein  Mixer  das  nicht  packen  wird…  Der  hat  letztens  mit  den  TK-Himbeeren  für  den  Himbeerlimes  ordentlich  gekämpft!  Das  Gerät  sieht  super  aus!  Ist  auf  jeden  Fall  ne  Überlegung  wert  für  mich!  Danke!  Liebe  Grüße,  Mia
post-1171;08/07/2012  21:59;Samira  aus  der  Kochwelt;Ok,  wenn  er  mit  den  Himbeeren  schon  zu  kämpfen  hatte  dann  wird  es  mit  allem  andere  wohl  fast  unmöglich.Also  für  simple  Shakes  ist  das  Gerät  super,  alles  andere  habe  ich  noch  nicht  ausprobiert.  Aber  für  Morgenmuffel  und  Frühstück-mach-faule  wie  mich  wirklich  toll.
post-1171;07/07/2012  09:55;Dani;Geht  mir  ganz  genau  so  –  unter  der  Woche  kann  ich  vor  10:00  Uhr  nichts  zu  mir  nehmen  und  am  WE  teilweise  sogar  noch  später.  Vorher  hab  ich  weder  Hunger,  noch  vertrag  ich  ein  frühes  Frühstück  sonderlich  gut.  Seit  ich  dann  irgendwann  gelesen  habe,  dass  es  sogar  gut  ist  für  den  Körper,  mind.  10  Stunden  zwischen  der  letzten  Mahlzeit  am  Abend  und  dem  Frühstück  zu  warten,  da  er  in  der  Zeit  alles  vom  Vortag  abbaut,  fühl  ich  mich  etwas  bestätigt  😉  Und  Smoothies  sind  sowieso  ein  genialer  Start  in  den  Tag,  deiner  sieht  super  aus!
post-1171;08/07/2012  19:29;Mia;Sehr  sympathisch,  liebe  Dani!  Das  mit  den  10  Stunden  hab  ich  noch  nie  gehört!  Danke,  dass  du  mein  Gewissen  ein  bisschen  beschwichtigst  😉  Ich  drück  dich!  Mia
post-1171;07/07/2012  14:18;Himbeerschoko;Ach  was,  schlechtes  Gewissen  ist  schlechter  als  nicht  zu  frühstücken!!!  Ich  bin  der  Meinung,  man  soll  dann  essen,  wenn  man  Hunger  hat.  Und  das  ist  eben  bei  jedem  zu  einer  anderen  Zeit…Der  Smoothie  sieht  sehr  lecker  aus!!!  Auch  der  Smoothie-Maker  steht  zuhause-  leider  ungenutzt  😉  Aber  vllt  ist  dein  Beitrag  jetzt  der  Anfang  seiner  Auferstehung,  hihi
post-1171;16/07/2012  10:11;Wanni;So  gehts  mir  auch.  Ich  bin  zwar  kein  morgenmuffel,  aber  Frühstück  bekomm  ich  nicht  runter.  Und  dabei  soll  es  doch  SOOOOOOOOOOO  WICHTIG  SEIN.  Ich  sag  einfach:  jeder  Körper  tickt  anders  und  ich  kenne  meinen  am  besten!  Aber  ich  habe  Respekt  vorm  Hulk  und  seinen  leckeren  säften  🙂  Muss  der  dann  aber  nicht  grün  sein  😀
post-1145;02/07/2012  11:17;Sarah  Maria;*lach*  Da  ist  es  ja  fast  Glück,  dass  die  Erdbeeren  ratzeputz  weggekauft  waren.  Die  Himbeer-Idee  klingt  echt  richtig  lecker.  🙂Mit  einem  lieben  Gruß,  Sarah
post-1145;08/07/2012  19:31;Mia;Und  wie!  Der  Himbeerlimes  ist  noch  leckerer,  als  Erdbeerlimes,  finde  ich.  Wird  auf  jeden  Fall  wieder  gemacht!
post-1145;16/07/2012  10:25;Wanni;Superlecker.  Ich  kenn  nur  diese  Chemie*****  aus  dem  Laden.  Aber  wenn  die  schon  mundet  🙂
post-1145;29/08/2012  23:51;Leif;Hollllala!  Der  hat’s  aber  in  sich.  Himbeeren  gekauft  heut,  wegen  der  Vitamine.  Aber  da  hatten  ein  paar  schon  so  ein  Schimmelpünktchen.  Oh,  oh,  sag  ich  mir.  Weggeschnitten,  und  zur  Sicherheit  gleich  noch  ne  Desinfektionslösung  nach  deinem  Rezept  angerührt.  🙂  Wir  wollen  es  mit  der  Gesundheit  mal  nicht  zu  weit  treiben.  😀
post-1145;06/08/2013  10:34;Martina  Bloch;Klingt  sehr!  lecker.  Wie  lange  hält  sich  der  denn?  Und  wo?  Im  Kühlschrank?
post-1145;07/08/2013  10:07;Mia  |  Küchenchaotin;Liebe  Martina,ganz  genau  kann  ich  dir  deine  Frage  leider  nicht  beantworten,  denn:  Das  Zeug  hat  noch  nie  besonders  lang  bei  mir  überlebt.  Ich  lagere  den  Limes  grundsätzlich  im  Kühlschrank  –  aber  bisher  noch  nie  länger  als  eine  Woche.  Hilft  dir  das?  Er  ist  eh  so  lecker,  dass  du  keine  längere  Lagerung  brauchen  wirst  😉  Viele  Grüße,  Mia
post-1145;07/08/2013  11:00;Isa;Das  wird  bestimmt  getestet.  Mit  Erdbeere  hab  ich  dieses  Jahr  schon  verschiedenes  angestellt,  jetzt  müssen  eben  mal  andere  Früchtchen  herhalten.  Wie  Schauts  denn  mit  anderen  Früchten  aus,  hat  schon  jemand  Johannisbbeeren  oder  Stachelbeere  getestet?
post-1145;21/12/2014  20:36;Lisa;Ich  trinke  keinen  Alkohol,  deshalb  hab  ich  keine  Ahnung  ob’s  schmeckt.  Aber  ich  hab  den  HimbeerLimes  gerade  als  Weihnachtsgeschenke  für  meine  meine  Mutter  und  meine  Schwägerin  gemacht  und  bin  begeistert  davon,  wie  einfach  das  war  🙂  Vielen  Dank  für  das  tolle  Rezept,  das  mach  ich  bestimmt  noch  mal!
post-1145;03/10/2015  19:06;Luise;wodurch  trennst  du  denn  die  kerne  ab?  Hatte  da  so  meine  Schwierigkeite….
post-1145;22/10/2015  12:51;Mia  |  Küchenchaotin;Ich  gebe  den  Limes  entweder  durch  ein  Sieb!  Das  dauert  zwar  ein  bisschen,  aber  dafür  ist  es  dann  eine  sehr  sämige  Geschichte!  🙂
post-1142;28/06/2012  23:37;Anna;Hihi  🙂
post-1142;29/06/2012  10:09;Anne;Blaubeermarmelade  ist  was  feines.  Aber  meine  liebste  beerige  ist  schwarze  Johannisbeere.  So  lecker  🙂Und  Glückwunsch  zu  der  Wunderweib-Nennung  🙂Liebe  Grüße  Anne
post-1142;05/09/2012  23:23;Leif;Also,  was  sich  da  aus  dem  Kochtopf  naschen  ließ,  schmeckte  schon  mal  hervorragend.  Vor  allem  die  Vanille  finde  ich  eine  schöne  Variation.  Wenn  Holundermarmelade  –  meine  Lieblingsmarmelade  –  nur  auch  mal  so  schnell  dahingezaubert  wäre  🙂Ich  möchte  zum  Blaubeerrezept  nur  mal  so  als  Tipp  erwähnen,  dass  man  die  Gläser  wirklich  nicht  mehr  als  10  min  umdrehen  sollte,  vor  allem  nicht  ca.  1  Stunde  wie  ich.  Sonst  sieht  das  hinterher  so  aus:  http://flic.kr/p/d6A1sbLiebe  Grüße,Leif.
post-1142;06/09/2012  18:05;Mia;Hihi,  genau  so  sahen  meine  auch  zuerst  aus,  Leif  😉  Aber  die  sind  nachher  wieder  „runtergerutscht“.  Deine  auch?
post-1135;21/06/2012  18:03;ina;wie  lecker!!  ich  habe  deinen  blog  gerade  erst  entdeckt  und  mich  spontan  verliebt  😀
post-1135;24/06/2012  11:09;Barbara  von  finfint.;Mmmhhh,  und  dann  zum  durchsuppen  über  Nacht  in  den  Kühlschrank.  Wenn  man  so  lange  warten  kann.  🙂
post-1135;29/06/2012  13:11;Melanie;Absolut  mein  Geschmack!  Allein  schon  vom  Bild  her  läuft  mir  das  Wasser  im  Mund  zusammen!Muss  ich  gleich  mal  am  Wochenende  ausprobieren  xDLG  MElli
post-1135;27/09/2012  11:11;Susanne;Die  Kombination  von  Zitronenquark  und  Himbeeren  hört  sich  wirklich  toll  an.  Außerdem  ist  das  Dessert  auch  optisch  ein  echter  Blickfang!
post-1135;01/10/2012  20:59;Mia;Probieren,  Susanne!  Total  lecker  und  erfrischend.  Ich  bin  mir  ziemlich  sicher,  dass  das  auch  mit  gefrorenen  Himbeeren  geht!
post-1135;09/06/2013  15:26;Griechischer  Joghurt  mit  Himbeeren  -  Sommer  im  Glas  |  Kuechenchaotin;[…]  allzu  schwer  ist.  Und  die  habe  ich  für  mich  gefunden!  Letztes  Jahr  gab  es  hier  schon  die  herrliche  Zitronen-Quarkspeise  mit  Himbeeren  und  Crunch,  die  mein  absoluter  Sommerrenner  war.  Und  dieses  Jahr  wird  es  noch  mal  eine  runde  […]
post-1128;16/06/2017  14:51;Der  Taste  Jam  im  Robinson  Club  -  und  eine  Piadina  mit  Tomate  und  Mozzarella  -  Kuechenchaotin;[…]  Für  die  Füllung  250  g  Cherrytomaten,  halbiert  300  g  Minimozzarella  1  kleines  Glas  Basilikumpesto  (z.B.  nach  diesem  Rezept)  […]
post-1114;10/06/2012  17:37;Anne;Lecker,  lecker!  Das  Buch  gehört  auch  zu  meinen  absoluten  Lieblingen  und  das  Rezept  steht  ebenfalls  auf  der  Nachbackliste  🙂Liebe  Grüße
post-1114;14/06/2012  18:10;Sandy;Als  nicht  zu  großer  Pancake-Fan  muss  ich  sagen,  die  sehen  sehr  verführerisch  aus!Ich  mag,  wie  du  fotografierst  Ich  muss  zugeben,  dass  einige  Kochbücher  nicht  in  die  Küche  dürfen.  Ich  bin  da  ein  bisschen  picky,  weil  ich  sie  so  sehr  liebe  und  der  kleinste  Fettfleck  würde  mich  stören.  Manche  Bücher  sind  so  kunstvoll  gemacht,  dass  ich  sie  einfach  nicht  mit  meinen  Koch-und  Backhänden  anfassen  mag.  ich  weiß,  das  ist  eine  komische  Angewohnheit.  Gerade  ganz  neu  und  wahrscheinlich  wirklich  bald  mit  Mehlhänden,  ist  Chad  Robertsons  Tartine  Bread  –  die  Bilder  sind  von  Eric  Wolfinger  und  ich  habe  schon  lange  nicht  mehr  so  laut  „Wow“  gesagt  –  die  Bilder  sind  überragend!  liebe  Grüße
post-1114;26/06/2012  22:47;Angucken.  Toll  finden.  Nachmachen!  «  Tut  gut!;[…]  Küchenchaotin.  Ich  muss  unbedingt  ausprobieren:  Ricotta-Pfannkuchen  mit  Beeren.  Spaghetti  mit  Zucchinicreme.  […]
post-1114;22/08/2013  13:59;|  Books  that  rock  –  “Noch  ein  Stück”  von  Leila  Lindholm;[…]  und  die  fluffigen  Ricotta-Pfannkuchen  mit  Beeren  […]
post-1106;08/06/2012  00:26;relleoMein;hey  danke  fürs  Rezept…ich  wollte  schon  immer  mal  Hummus  selber  machen  🙂  Mein  Lieblingsdipp  ist  im  Moment  ganz  klar  Guacamole…
post-1106;09/06/2012  19:23;Miho;Genial..Ich  liebe  Hummus!
post-1106;17/09/2013  19:02;Mach;Kichererbsen  aus  der  Dose  geht  aber  leider  gar  nicht!  Da  wird  der  Hummus  dann  auch  so  braun  wie  auf  den  Fotos.  Hummus  muss  gelb  sein.  Sorry  🙂
post-1106;17/09/2013  20:44;Mia  |  Küchenchaotin;Meine  Küche  –  meine  Regeln  😉  Jeder  nach  seiner  Fasson  🙂
post-1106;06/10/2015  19:18;Lotta;Meiner  ist  sogar  schön  gelb  geblieben.
post-1106;13/09/2015  21:17;Nicolett;Hallo  liebe  Mia,  wenn  du  Curry  so  gerne  magst,  (wie  ich  auch)  versuch  doch  mal  mal  die  Hummus  Curry  Mischung  .  Anstatt  Paprikapukver  einfach  ein  TL  Currypulver  unterrühren.  Ist  meine  absolute  Lieblings  Variante.  Herzliche  Grüße,    Nicolett
